Wall time,Step,Value
1741630153.9108765,60000,120.05986022949219
1741630377.8092473,120000,115.54126739501953
1741630602.6047924,180000,136.62535095214844
1741630829.066638,240000,112.33255004882812
1741631049.0647392,300000,105.18758392333984
1741631275.4603114,360000,113.05473327636719
1741631503.3817377,420000,144.70274353027344
1741631728.7924204,480000,90.9247055053711
1741631946.3388045,540000,95.17617797851562
1741632170.0420992,600000,160.8170623779297
1741632394.8728156,660000,137.29359436035156
1741632617.0420167,720000,109.06779479980469
1741632838.8275626,780000,141.25062561035156
1741633062.6693847,840000,83.89704895019531
1741633286.3226397,900000,109.63387298583984
1741633511.6601224,960000,78.36273956298828
1741633736.2376103,1020000,88.65341186523438
1741633957.2541938,1080000,129.45286560058594
1741634187.9444401,1140000,132.3068389892578
1741634413.2356699,1200000,118.66931915283203
1741634641.4712217,1260000,142.4906463623047
1741634864.5715818,1320000,131.2950439453125
1741635090.0472627,1380000,141.8008270263672
1741635315.5154562,1440000,131.96812438964844
1741635541.1617105,1500000,150.19647216796875
1741635758.9439309,1560000,92.8469467163086
1741635987.708208,1620000,108.17820739746094
1741636213.7072995,1680000,115.93150329589844
1741636438.9550898,1740000,139.05560302734375
1741636658.5078797,1800000,145.04281616210938
1741636883.9929192,1860000,134.76785278320312
1741637108.5656483,1920000,120.63072967529297
1741637336.261098,1980000,77.90367889404297
1741637561.2086694,2040000,139.14419555664062
1741637781.1787162,2100000,110.90928649902344
1741638008.115636,2160000,84.67389678955078
1741638234.041562,2220000,129.06625366210938
1741638459.6798754,2280000,102.64334106445312
1741638680.447394,2340000,159.10244750976562
1741638905.408747,2400000,129.52174377441406
1741639136.3754668,2460000,92.70230865478516
1741639363.9921956,2520000,155.8743133544922
1741639584.1281726,2580000,127.11568450927734
1741639810.2934084,2640000,138.38031005859375
1741640036.1354737,2700000,110.49884796142578
1741640258.9147928,2760000,135.4533233642578
1741640477.8639276,2820000,142.36007690429688
1741640704.8774369,2880000,117.86328125
1741640932.9613073,2940000,123.498291015625
1741641160.7005243,3000000,142.43336486816406
1741641386.917799,3060000,101.94989776611328
1741641604.379383,3120000,121.10317993164062
1741641827.6684158,3180000,124.00790405273438
1741642057.245831,3240000,151.9069061279297
1741642284.369721,3300000,110.13538360595703
1741642505.454013,3360000,174.285400390625
1741642732.8572881,3420000,144.2721405029297
1741642961.099198,3480000,89.70771026611328
1741643186.8480794,3540000,110.53217315673828
1741643405.7759037,3600000,120.48185729980469
1741643629.5535796,3660000,129.80966186523438
1741643854.5536458,3720000,93.9659194946289
1741644078.0936608,3780000,123.4947280883789
1741644300.7441807,3840000,110.78257751464844
1741644526.5210211,3900000,139.6579132080078
1741644751.8127413,3960000,160.73257446289062
1741644975.2894096,4020000,124.31449890136719
1741645199.7909696,4080000,154.04408264160156
1741645418.2789316,4140000,105.62751770019531
1741645644.32662,4200000,118.17826843261719
1741645867.677475,4260000,143.2515106201172
1741646094.4093075,4320000,111.97366333007812
1741646312.4121404,4380000,140.39219665527344
1741646539.145979,4440000,98.11502075195312
1741646768.5058692,4500000,109.53250885009766
1741646993.2834527,4560000,134.30775451660156
1741647213.1673617,4620000,142.79937744140625
1741647437.8505216,4680000,153.59913635253906
1741647664.5785477,4740000,153.42124938964844
1741647891.688859,4800000,145.0930633544922
1741648119.0238152,4860000,129.30746459960938
1741648338.5381188,4920000,120.76848602294922
1741648564.041997,4980000,111.98556518554688
1741649071.7585588,5040000,131.14158630371094
1741649300.317225,5100000,140.16860961914062
1741649518.1823673,5160000,100.87641906738281
1741649748.0697496,5220000,94.58940887451172
1741649976.194445,5280000,116.60597229003906
1741650203.5614142,5340000,122.02836608886719
1741650425.1995115,5400000,87.81130981445312
1741650649.0499907,5460000,74.81922149658203
1741650876.507422,5520000,121.63369750976562
1741651102.2965076,5580000,90.3370132446289
1741651323.8408778,5640000,156.38258361816406
1741651547.5623298,5700000,124.61189270019531
1741651770.7077553,5760000,130.83990478515625
1741652001.3178625,5820000,120.64347839355469
1741652232.15539,5880000,141.57769775390625
1741652454.877813,5940000,106.04312133789062
1741652682.2994394,6000000,128.9127197265625
1741652909.5679564,6060000,134.48617553710938
1741653134.9394217,6120000,101.30120849609375
1741653356.2225027,6180000,90.28819274902344
